	t_value	p_value
601899	6.3424212023959265	0.001821310242632674
600362	4.657250655586322	0.009669652938595386
000630	1.6140955490180362	0.19951473668388767
601168	2.9828148276111897	0.05103637164599521
000878	1.3251317213780176	0.2661675437167961
