	t_value	p_value
601899	4.7266847049356535	0.02989799366404088
600362	2.1419949803294087	0.14358400916494674
000630	0.8211784669533397	0.3650224138745156
601168	3.7954933219520193	0.05162957069147592
000878	0.1733941354384858	0.6771891565290415
