	t_value	p_value
601899	5.567444615551739	0.003922399950472156
600362	1.4409359260039523	0.2371269385766641
000630	1.5280491578819602	0.21739227389671914
601168	4.607587068471451	0.010158033098194356
000878	0.02864018256244328	0.9717667429532143
